Entity,Code,Year,Population density of the capital city,Population density of the capital city (projected) (Projected),Population density of the capital city (Annotations),Population density of the capital city (projected) (Annotations)
Guinea-Bissau,GNB,1985,3348.6758,,Bissau,
Guinea-Bissau,GNB,1990,4014.0203,,Bissau,
Guinea-Bissau,GNB,1995,4304.0205,,Bissau,
Guinea-Bissau,GNB,2000,4914.252,,Bissau,
Guinea-Bissau,GNB,2005,5288.395,,Bissau,
Guinea-Bissau,GNB,2010,5959.5044,,Bissau,
Guinea-Bissau,GNB,2015,6049.928,,Bissau,
Guinea-Bissau,GNB,2020,6879.884,6879.884,Bissau,Bissau
Guinea-Bissau,GNB,2025,,7293.372,,Bissau
Guinea-Bissau,GNB,2030,,7352.166,,Bissau
Guinea-Bissau,GNB,2035,,7615.3257,,Bissau
Guinea-Bissau,GNB,2040,,7589.594,,Bissau
Guinea-Bissau,GNB,2045,,7658.6616,,Bissau
Guinea-Bissau,GNB,2050,,7675.5835,,Bissau
Guinea-Bissau,GNB,2055,,7842.634,,Bissau
Guinea-Bissau,GNB,2060,,7107.054,,Bissau
Guinea-Bissau,GNB,2065,,6972.8037,,Bissau
Guinea-Bissau,GNB,2070,,7090.158,,Bissau
Guinea-Bissau,GNB,2075,,7203.5293,,Bissau
Guinea-Bissau,GNB,2080,,7279.2944,,Bissau
Guinea-Bissau,GNB,2085,,7342.436,,Bissau
Guinea-Bissau,GNB,2090,,7380.7134,,Bissau
Guinea-Bissau,GNB,2095,,7423.007,,Bissau
Guinea-Bissau,GNB,2100,,7435.5845,,Bissau
Guyana,GUY,1975,3979.695,,Georgetown,
Guyana,GUY,1980,3903.2617,,Georgetown,
Guyana,GUY,1985,3845.3557,,Georgetown,
Guyana,GUY,1990,3792.504,,Georgetown,
Guyana,GUY,1995,3780.8118,,Georgetown,
Guyana,GUY,2000,3950.9304,,Georgetown,
Guyana,GUY,2005,3839.1077,,Georgetown,
Guyana,GUY,2010,3819.1477,,Georgetown,
Guyana,GUY,2015,3358.3997,,Georgetown,
Guyana,GUY,2020,3276.6191,3276.6191,Georgetown,Georgetown
Guyana,GUY,2025,,3203.9778,,Georgetown
Guyana,GUY,2030,,3274.132,,Georgetown
Guyana,GUY,2035,,3341.4558,,Georgetown
Guyana,GUY,2040,,3189.3792,,Georgetown
Guyana,GUY,2045,,3237.9143,,Georgetown
Guyana,GUY,2050,,3270.399,,Georgetown
Guyana,GUY,2055,,3294.4275,,Georgetown
Guyana,GUY,2060,,3005.8782,,Georgetown
Guyana,GUY,2065,,3014.533,,Georgetown
Guyana,GUY,2070,,3010.2085,,Georgetown
Guyana,GUY,2075,,3002.2266,,Georgetown
Guyana,GUY,2080,,2984.4285,,Georgetown
Guyana,GUY,2085,,2964.3083,,Georgetown
Guyana,GUY,2090,,3227.4788,,Georgetown
Guyana,GUY,2095,,3193.5164,,Georgetown
Guyana,GUY,2100,,3152.1216,,Georgetown
Haiti,HTI,1975,6022.812,,Port-au-Prince,
Haiti,HTI,1980,6557.1255,,Port-au-Prince,
Haiti,HTI,1985,7248.9404,,Port-au-Prince,
Haiti,HTI,1990,8214.56,,Port-au-Prince,
Haiti,HTI,1995,9053.317,,Port-au-Prince,
Haiti,HTI,2000,9569.671,,Port-au-Prince,
Haiti,HTI,2005,9907.028,,Port-au-Prince,
Haiti,HTI,2010,8333.316,,Port-au-Prince,
Haiti,HTI,2015,7635.49,,Port-au-Prince,
Haiti,HTI,2020,6797.684,6797.684,Port-au-Prince,Port-au-Prince
Haiti,HTI,2025,,6793.703,,Port-au-Prince
Haiti,HTI,2030,,6809.7495,,Port-au-Prince
Haiti,HTI,2035,,6850.728,,Port-au-Prince
Haiti,HTI,2040,,6868.9204,,Port-au-Prince
Haiti,HTI,2045,,6886.96,,Port-au-Prince
Haiti,HTI,2050,,6875.4185,,Port-au-Prince
Haiti,HTI,2055,,6866.7427,,Port-au-Prince
Haiti,HTI,2060,,6816.6094,,Port-au-Prince
Haiti,HTI,2065,,6764.0767,,Port-au-Prince
Haiti,HTI,2070,,6674.6978,,Port-au-Prince
Haiti,HTI,2075,,6590.778,,Port-au-Prince
Haiti,HTI,2080,,6499.647,,Port-au-Prince
Haiti,HTI,2085,,6460.256,,Port-au-Prince
Haiti,HTI,2090,,6378.164,,Port-au-Prince
Haiti,HTI,2095,,6273.0015,,Port-au-Prince
Haiti,HTI,2100,,6206.897,,Port-au-Prince
Honduras,HND,1975,4915.8447,,Tegucigalpa,
Honduras,HND,1980,5779.541,,Tegucigalpa,
Honduras,HND,1985,6811.9883,,Tegucigalpa,
Honduras,HND,1990,7338.7236,,Tegucigalpa,
Honduras,HND,1995,7602.5923,,Tegucigalpa,
Honduras,HND,2000,7846.227,,Tegucigalpa,
Honduras,HND,2005,8522.581,,Tegucigalpa,
Honduras,HND,2010,8519.151,,Tegucigalpa,
Honduras,HND,2015,8171.898,,Tegucigalpa,
Honduras,HND,2020,9533.151,9533.151,Tegucigalpa,Tegucigalpa
Honduras,HND,2025,,9509.068,,Tegucigalpa
Honduras,HND,2030,,9549.402,,Tegucigalpa
Honduras,HND,2035,,9507.53,,Tegucigalpa
Honduras,HND,2040,,9064.908,,Tegucigalpa
Honduras,HND,2045,,8980.067,,Tegucigalpa
Honduras,HND,2050,,8474.5,,Tegucigalpa
Honduras,HND,2055,,8502.08,,Tegucigalpa
Honduras,HND,2060,,8517.609,,Tegucigalpa
Honduras,HND,2065,,8518.434,,Tegucigalpa
Honduras,HND,2070,,8572.707,,Tegucigalpa
Honduras,HND,2075,,8195.847,,Tegucigalpa
Honduras,HND,2080,,8210.08,,Tegucigalpa
Honduras,HND,2085,,8227.563,,Tegucigalpa
Honduras,HND,2090,,8158.185,,Tegucigalpa
Honduras,HND,2095,,8146.913,,Tegucigalpa
Honduras,HND,2100,,8114.6377,,Tegucigalpa
Hong Kong,HKG,1975,16075.5,,,
Hong Kong,HKG,1980,17225.281,,,
Hong Kong,HKG,1985,18019.46,,,
Hong Kong,HKG,1990,17827.947,,,
Hong Kong,HKG,1995,19387.902,,,
Hong Kong,HKG,2000,20998.664,,,
Hong Kong,HKG,2005,21585.959,,,
Hong Kong,HKG,2010,21191.627,,,
Hong Kong,HKG,2015,21817.035,,,
Hong Kong,HKG,2020,21763.14,21763.14,,
Hong Kong,HKG,2025,,21687.41,,
Hong Kong,HKG,2030,,21469.688,,
Hong Kong,HKG,2035,,20982.447,,
Hong Kong,HKG,2040,,20299.752,,
Hong Kong,HKG,2045,,19381.219,,
Hong Kong,HKG,2050,,17942.031,,
Hong Kong,HKG,2055,,16704.934,,
Hong Kong,HKG,2060,,15720.305,,
Hong Kong,HKG,2065,,14433.876,,
Hong Kong,HKG,2070,,13936.996,,
Hong Kong,HKG,2075,,12661.623,,
Hong Kong,HKG,2080,,11438.228,,
Hong Kong,HKG,2085,,10782.045,,
Hong Kong,HKG,2090,,9784.561,,
Hong Kong,HKG,2095,,9335.112,,
Hong Kong,HKG,2100,,8510.985,,
Hungary,HUN,1975,5855.592,,Budapest,
Hungary,HUN,1980,5875.3525,,Budapest,
Hungary,HUN,1985,5642.0103,,Budapest,
Hungary,HUN,1990,5518.2524,,Budapest,
Hungary,HUN,1995,5199.8867,,Budapest,
Hungary,HUN,2000,4846.242,,Budapest,
Hungary,HUN,2005,4753.422,,Budapest,
Hungary,HUN,2010,4740.5996,,Budapest,
Hungary,HUN,2015,4809.909,,Budapest,
Hungary,HUN,2020,4826.89,4826.89,Budapest,Budapest
Hungary,HUN,2025,,4847.168,,Budapest
Hungary,HUN,2030,,4775.317,,Budapest
Hungary,HUN,2035,,4715.2173,,Budapest
Hungary,HUN,2040,,4653.5522,,Budapest
Hungary,HUN,2045,,4661.126,,Budapest
Hungary,HUN,2050,,4608.343,,Budapest
Hungary,HUN,2055,,4557.4497,,Budapest
Hungary,HUN,2060,,4553.7725,,Budapest
Hungary,HUN,2065,,4492.497,,Budapest
Hungary,HUN,2070,,4456.0166,,Budapest
Hungary,HUN,2075,,4411.956,,Budapest
Hungary,HUN,2080,,4377.254,,Budapest
Hungary,HUN,2085,,4344.3755,,Budapest
Hungary,HUN,2090,,4317.0806,,Budapest
Hungary,HUN,2095,,4291.9995,,Budapest
Hungary,HUN,2100,,4266.0293,,Budapest
Iceland,ISL,1975,1688.984,,Reykjavik,
Iceland,ISL,1980,1878.4457,,Reykjavik,
Iceland,ISL,1985,1912.4326,,Reykjavik,
Iceland,ISL,1990,2053.752,,Reykjavik,
Iceland,ISL,1995,2065.1396,,Reykjavik,
Iceland,ISL,2000,2146.1616,,Reykjavik,
Iceland,ISL,2005,2231.1953,,Reykjavik,
Iceland,ISL,2010,2271.9917,,Reykjavik,
Iceland,ISL,2015,2275.6196,,Reykjavik,
Iceland,ISL,2020,2247.92,2247.92,Reykjavik,Reykjavik
Iceland,ISL,2025,,2501.3296,,Reykjavik
Iceland,ISL,2030,,2492.828,,Reykjavik
Iceland,ISL,2035,,2544.4485,,Reykjavik
Iceland,ISL,2040,,2575.9062,,Reykjavik
Iceland,ISL,2045,,2595.3606,,Reykjavik
Iceland,ISL,2050,,2599.6775,,Reykjavik
Iceland,ISL,2055,,2603.2725,,Reykjavik
Iceland,ISL,2060,,2594.7449,,Reykjavik
Iceland,ISL,2065,,2585.4268,,Reykjavik
Iceland,ISL,2070,,2568.301,,Reykjavik
Iceland,ISL,2075,,2549.1912,,Reykjavik
Iceland,ISL,2080,,2516.745,,Reykjavik
Iceland,ISL,2085,,2483.3909,,Reykjavik
Iceland,ISL,2090,,2447.9268,,Reykjavik
Iceland,ISL,2095,,2409.6733,,Reykjavik
Iceland,ISL,2100,,2377.0679,,Reykjavik
India,IND,1975,6607.2573,,New Delhi,
India,IND,1980,7489.975,,New Delhi,
India,IND,1985,8671.934,,New Delhi,
India,IND,1990,9324.271,,New Delhi,
India,IND,1995,10273.89,,New Delhi,
India,IND,2000,11533.436,,New Delhi,
India,IND,2005,12063.618,,New Delhi,
India,IND,2010,12976.417,,New Delhi,
India,IND,2015,13458.256,,New Delhi,
India,IND,2020,14119.967,14119.967,New Delhi,New Delhi
India,IND,2025,,14384.771,,New Delhi
India,IND,2030,,14604.682,,New Delhi
India,IND,2035,,14830.474,,New Delhi
India,IND,2040,,14815.335,,New Delhi
India,IND,2045,,14841.214,,New Delhi
India,IND,2050,,14792.966,,New Delhi
India,IND,2055,,14745.104,,New Delhi
India,IND,2060,,14773.108,,New Delhi
India,IND,2065,,14737.847,,New Delhi
India,IND,2070,,14698.328,,New Delhi
India,IND,2075,,14609.974,,New Delhi
India,IND,2080,,14487.931,,New Delhi
India,IND,2085,,14342.381,,New Delhi
India,IND,2090,,14162.226,,New Delhi
India,IND,2095,,13902.625,,New Delhi
India,IND,2100,,13674.677,,New Delhi
Indonesia,IDN,1975,5532.814,,Jakarta,
Indonesia,IDN,1980,5750.894,,Jakarta,
Indonesia,IDN,1985,5690.207,,Jakarta,
Indonesia,IDN,1990,5975.846,,Jakarta,
Indonesia,IDN,1995,6195.4336,,Jakarta,
Indonesia,IDN,2000,6454.4683,,Jakarta,
Indonesia,IDN,2005,6954.152,,Jakarta,
Indonesia,IDN,2010,7470.9595,,Jakarta,
Indonesia,IDN,2015,7947.75,,Jakarta,
Indonesia,IDN,2020,8364.197,8364.197,Jakarta,Jakarta
Indonesia,IDN,2025,,8583.629,,Jakarta
Indonesia,IDN,2030,,8710.226,,Jakarta
Indonesia,IDN,2035,,8740.335,,Jakarta
Indonesia,IDN,2040,,8800.531,,Jakarta
Indonesia,IDN,2045,,8820.459,,Jakarta
Indonesia,IDN,2050,,8836.896,,Jakarta
Indonesia,IDN,2055,,8849.021,,Jakarta
Indonesia,IDN,2060,,8858.941,,Jakarta
Indonesia,IDN,2065,,8837.774,,Jakarta
Indonesia,IDN,2070,,8785.1455,,Jakarta
Indonesia,IDN,2075,,8738.05,,Jakarta
Indonesia,IDN,2080,,8645.565,,Jakarta
Indonesia,IDN,2085,,8553.167,,Jakarta
Indonesia,IDN,2090,,8461.854,,Jakarta
Indonesia,IDN,2095,,8309.837,,Jakarta
Indonesia,IDN,2100,,8177.9087,,Jakarta
Iran,IRN,1975,6481.916,,Tehran,
Iran,IRN,1980,7434.884,,Tehran,
Iran,IRN,1985,8338.193,,Tehran,
Iran,IRN,1990,8974.601,,Tehran,
Iran,IRN,1995,9016.153,,Tehran,
Iran,IRN,2000,9078.074,,Tehran,
Iran,IRN,2005,9335.636,,Tehran,
Iran,IRN,2010,9764.433,,Tehran,
Iran,IRN,2015,10474.538,,Tehran,
Iran,IRN,2020,11367.202,11367.202,Tehran,Tehran
Iran,IRN,2025,,11672.982,,Tehran
Iran,IRN,2030,,11453.9795,,Tehran
Iran,IRN,2035,,11472.457,,Tehran
Iran,IRN,2040,,11350.756,,Tehran
Iran,IRN,2045,,11345.173,,Tehran
Iran,IRN,2050,,11295.44,,Tehran
Iran,IRN,2055,,11201.182,,Tehran
Iran,IRN,2060,,10987.732,,Tehran
Iran,IRN,2065,,10832.689,,Tehran
Iran,IRN,2070,,10548.374,,Tehran
Iran,IRN,2075,,10276.183,,Tehran
Iran,IRN,2080,,9944.238,,Tehran
Iran,IRN,2085,,9656.187,,Tehran
Iran,IRN,2090,,9419.379,,Tehran
Iran,IRN,2095,,9147.075,,Tehran
Iran,IRN,2100,,8909.925,,Tehran
Iraq,IRQ,1975,4585.2334,,Baghdad,
Iraq,IRQ,1980,5170.5605,,Baghdad,
Iraq,IRQ,1985,5651.8257,,Baghdad,
Iraq,IRQ,1990,6111.606,,Baghdad,
Iraq,IRQ,1995,6743.895,,Baghdad,
Iraq,IRQ,2000,7315.1807,,Baghdad,
Iraq,IRQ,2005,7373.4014,,Baghdad,
Iraq,IRQ,2010,7669.753,,Baghdad,
Iraq,IRQ,2015,8265.338,,Baghdad,
Iraq,IRQ,2020,9033.218,9033.218,Baghdad,Baghdad
Iraq,IRQ,2025,,9116.598,,Baghdad
Iraq,IRQ,2030,,9094.748,,Baghdad
Iraq,IRQ,2035,,9205.36,,Baghdad
Iraq,IRQ,2040,,9364.024,,Baghdad
Iraq,IRQ,2045,,8994.007,,Baghdad
Iraq,IRQ,2050,,8939.549,,Baghdad
Iraq,IRQ,2055,,8884.443,,Baghdad
Iraq,IRQ,2060,,8849.352,,Baghdad
Iraq,IRQ,2065,,8785.747,,Baghdad
Iraq,IRQ,2070,,8758.002,,Baghdad
Iraq,IRQ,2075,,8772.084,,Baghdad
Iraq,IRQ,2080,,8696.296,,Baghdad
Iraq,IRQ,2085,,8693.076,,Baghdad
Iraq,IRQ,2090,,8636.319,,Baghdad
Iraq,IRQ,2095,,8641.612,,Baghdad
Iraq,IRQ,2100,,8610.392,,Baghdad
Ireland,IRL,1975,3013.4846,,Dublin,
Ireland,IRL,1980,3225.2166,,Dublin,
Ireland,IRL,1985,3234.8044,,Dublin,
Ireland,IRL,1990,3179.29,,Dublin,
Ireland,IRL,1995,3206.352,,Dublin,
Ireland,IRL,2000,3288.708,,Dublin,
Ireland,IRL,2005,3340.9907,,Dublin,
Ireland,IRL,2010,3407.627,,Dublin,
Ireland,IRL,2015,3556.6184,,Dublin,
Ireland,IRL,2020,3726.738,3726.738,Dublin,Dublin
Ireland,IRL,2025,,3783.6082,,Dublin
Ireland,IRL,2030,,3795.257,,Dublin
Ireland,IRL,2035,,3848.8108,,Dublin
Ireland,IRL,2040,,3876.825,,Dublin
Ireland,IRL,2045,,3903.834,,Dublin
Ireland,IRL,2050,,3919.982,,Dublin
Ireland,IRL,2055,,3931.8823,,Dublin
Ireland,IRL,2060,,3914.8982,,Dublin
Ireland,IRL,2065,,3909.8887,,Dublin
Ireland,IRL,2070,,3894.9832,,Dublin
Ireland,IRL,2075,,3880.8538,,Dublin
Ireland,IRL,2080,,3872.9016,,Dublin
Ireland,IRL,2085,,3868.45,,Dublin
Ireland,IRL,2090,,3853.9282,,Dublin
Ireland,IRL,2095,,3839.9,,Dublin
Ireland,IRL,2100,,3812.5952,,Dublin
Israel,ISR,1975,6902.7104,,Jerusalem,
Israel,ISR,1980,7722.788,,Jerusalem,
Israel,ISR,1985,8780.674,,Jerusalem,
Israel,ISR,1990,9774.302,,Jerusalem,
Israel,ISR,1995,9326.95,,Jerusalem,
Israel,ISR,2000,9110.367,,Jerusalem,
Israel,ISR,2005,9477.216,,Jerusalem,
Israel,ISR,2010,10467.218,,Jerusalem,
Israel,ISR,2015,11483.977,,Jerusalem,
Israel,ISR,2020,11863.226,11863.226,Jerusalem,Jerusalem
Israel,ISR,2025,,12609.283,,Jerusalem
Israel,ISR,2030,,12640.238,,Jerusalem
Israel,ISR,2035,,13002.784,,Jerusalem
Israel,ISR,2040,,13676.034,,Jerusalem
Israel,ISR,2045,,14360.345,,Jerusalem
Israel,ISR,2050,,14257.711,,Jerusalem
Israel,ISR,2055,,14905.941,,Jerusalem
Israel,ISR,2060,,14708.007,,Jerusalem
Israel,ISR,2065,,15253.359,,Jerusalem
Israel,ISR,2070,,15789.671,,Jerusalem
Israel,ISR,2075,,15941.817,,Jerusalem
Israel,ISR,2080,,16458.514,,Jerusalem
Israel,ISR,2085,,16952.014,,Jerusalem
Israel,ISR,2090,,17382.965,,Jerusalem
Israel,ISR,2095,,17789.66,,Jerusalem
Israel,ISR,2100,,18123.219,,Jerusalem
Italy,ITA,1975,5461.058,,Rome,
Italy,ITA,1980,5442.8667,,Rome,
Italy,ITA,1985,5529.8076,,Rome,
Italy,ITA,1990,5771.7266,,Rome,
Italy,ITA,1995,5761.0205,,Rome,
Italy,ITA,2000,5644.881,,Rome,
Italy,ITA,2005,5645.271,,Rome,
Italy,ITA,2010,5720.232,,Rome,
Italy,ITA,2015,5830.8076,,Rome,
Italy,ITA,2020,5889.771,5889.771,Rome,Rome
Italy,ITA,2025,,5896.9575,,Rome
Italy,ITA,2030,,5861.045,,Rome
Italy,ITA,2035,,5817.5854,,Rome
Italy,ITA,2040,,5766.752,,Rome
Italy,ITA,2045,,5711.3086,,Rome
Italy,ITA,2050,,5629.4204,,Rome
Italy,ITA,2055,,5539.246,,Rome
Italy,ITA,2060,,5415.545,,Rome
Italy,ITA,2065,,5430.9062,,Rome
Italy,ITA,2070,,5318.2124,,Rome
Italy,ITA,2075,,5299.319,,Rome
Italy,ITA,2080,,5226.9673,,Rome
Italy,ITA,2085,,5182.2217,,Rome
Italy,ITA,2090,,5161.4517,,Rome
Italy,ITA,2095,,5178.607,,Rome
Italy,ITA,2100,,5085.2407,,Rome
Jamaica,JAM,1975,5035.632,,Kingston,
Jamaica,JAM,1980,5108.3613,,Kingston,
Jamaica,JAM,1985,5164.727,,Kingston,
Jamaica,JAM,1990,5270.4272,,Kingston,
Jamaica,JAM,1995,5337.692,,Kingston,
Jamaica,JAM,2000,5305.1694,,Kingston,
Jamaica,JAM,2005,5377.626,,Kingston,
Jamaica,JAM,2010,5427.492,,Kingston,
Jamaica,JAM,2015,5386.357,,Kingston,
Jamaica,JAM,2020,5100.1797,5100.1797,Kingston,Kingston
Jamaica,JAM,2025,,5067.8994,,Kingston
Jamaica,JAM,2030,,5017.281,,Kingston
Jamaica,JAM,2035,,4951.8105,,Kingston
Jamaica,JAM,2040,,4838.161,,Kingston
Jamaica,JAM,2045,,4721.4053,,Kingston
Jamaica,JAM,2050,,4722.0796,,Kingston
Jamaica,JAM,2055,,4557.0215,,Kingston
Jamaica,JAM,2060,,4368.0264,,Kingston
Jamaica,JAM,2065,,4163.432,,Kingston
Jamaica,JAM,2070,,3982.4207,,Kingston
Jamaica,JAM,2075,,3822.5,,Kingston
Jamaica,JAM,2080,,3662.8784,,Kingston
Jamaica,JAM,2085,,3437.4873,,Kingston
Jamaica,JAM,2090,,3240.7512,,Kingston
Jamaica,JAM,2095,,3024.7236,,Kingston
Jamaica,JAM,2100,,2846.7512,,Kingston
Japan,JPN,1975,5285.507,,Tokyo,
Japan,JPN,1980,5583.3228,,Tokyo,
Japan,JPN,1985,5813.958,,Tokyo,
Japan,JPN,1990,6016.2,,Tokyo,
Japan,JPN,1995,5991.8584,,Tokyo,
Japan,JPN,2000,6155.3037,,Tokyo,
Japan,JPN,2005,6269.2627,,Tokyo,
Japan,JPN,2010,6395.274,,Tokyo,
Japan,JPN,2015,6484.5454,,Tokyo,
Japan,JPN,2020,6552.377,6552.377,Tokyo,Tokyo
Japan,JPN,2025,,6490.387,,Tokyo
Japan,JPN,2030,,6420.0913,,Tokyo
Japan,JPN,2035,,6330.419,,Tokyo
Japan,JPN,2040,,6260.5864,,Tokyo
Japan,JPN,2045,,6160.4097,,Tokyo
Japan,JPN,2050,,6085.2754,,Tokyo
Japan,JPN,2055,,5974.4556,,Tokyo
Japan,JPN,2060,,5866.7373,,Tokyo
Japan,JPN,2065,,5788.687,,Tokyo
Japan,JPN,2070,,5658.5063,,Tokyo
Japan,JPN,2075,,5549.8223,,Tokyo
Japan,JPN,2080,,5451.7646,,Tokyo
Japan,JPN,2085,,5354.677,,Tokyo
Japan,JPN,2090,,5280.25,,Tokyo
Japan,JPN,2095,,5231.096,,Tokyo
Japan,JPN,2100,,5166.116,,Tokyo
Jersey,JEY,2015,2165.75,,St. Helier,
Jersey,JEY,2020,2205.4167,2205.4167,St. Helier,St. Helier
Jersey,JEY,2025,,2220.1162,,St. Helier
Jersey,JEY,2030,,2227.7917,,St. Helier
Jersey,JEY,2035,,2233.7107,,St. Helier
Jersey,JEY,2040,,2235.469,,St. Helier
Jersey,JEY,2045,,2234.5137,,St. Helier
Jersey,JEY,2050,,2224.594,,St. Helier
Jersey,JEY,2055,,2206.5498,,St. Helier
Jersey,JEY,2060,,2183.4167,,St. Helier
Jersey,JEY,2065,,2162.8706,,St. Helier
Jordan,JOR,1975,4137.022,,Amman,
Jordan,JOR,1980,4785.3037,,Amman,
Jordan,JOR,1985,5274.9595,,Amman,
Jordan,JOR,1990,6140.6475,,Amman,
Jordan,JOR,1995,6305.0596,,Amman,
Jordan,JOR,2000,6946.0674,,Amman,
Jordan,JOR,2005,6812.5757,,Amman,
Jordan,JOR,2010,8000.4497,,Amman,
Jordan,JOR,2015,9477.61,,Amman,
Jordan,JOR,2020,12166.1045,12166.1045,Amman,Amman
Jordan,JOR,2025,,12082.389,,Amman
Jordan,JOR,2030,,12497.614,,Amman
Jordan,JOR,2035,,12130.677,,Amman
Jordan,JOR,2040,,12015.713,,Amman
Jordan,JOR,2045,,11758.291,,Amman
Jordan,JOR,2050,,11705.805,,Amman
Jordan,JOR,2055,,11629.234,,Amman
Jordan,JOR,2060,,11439.21,,Amman
Jordan,JOR,2065,,11324.9,,Amman
Jordan,JOR,2070,,11289.161,,Amman
Jordan,JOR,2075,,11159.456,,Amman
Jordan,JOR,2080,,11082.051,,Amman
Jordan,JOR,2085,,10870.996,,Amman
Jordan,JOR,2090,,10834.521,,Amman
Jordan,JOR,2095,,10905.592,,Amman
Jordan,JOR,2100,,10847.248,,Amman
Kazakhstan,KAZ,1975,4600.8633,,Astana,
Kazakhstan,KAZ,1980,4815.2593,,Astana,
Kazakhstan,KAZ,1985,4636.2383,,Astana,
Kazakhstan,KAZ,1990,4716.4907,,Astana,
Kazakhstan,KAZ,1995,4719.61,,Astana,
Kazakhstan,KAZ,2000,5114.056,,Astana,
Kazakhstan,KAZ,2005,4886.8965,,Astana,
Kazakhstan,KAZ,2010,5212.0933,,Astana,
Kazakhstan,KAZ,2015,5995.3096,,Astana,
Kazakhstan,KAZ,2020,6553.2783,6553.2783,Astana,Astana
Kazakhstan,KAZ,2025,,6617.3096,,Astana
Kazakhstan,KAZ,2030,,6624.1094,,Astana
Kazakhstan,KAZ,2035,,6636.323,,Astana
Kazakhstan,KAZ,2040,,6612.6,,Astana
Kazakhstan,KAZ,2045,,6649.996,,Astana
Kazakhstan,KAZ,2050,,6648.8237,,Astana
Kazakhstan,KAZ,2055,,6666.306,,Astana
Kazakhstan,KAZ,2060,,6585.724,,Astana
Kazakhstan,KAZ,2065,,6514.3286,,Astana
Kazakhstan,KAZ,2070,,6496.5566,,Astana
Kazakhstan,KAZ,2075,,6490.2085,,Astana
Kazakhstan,KAZ,2080,,6478.0044,,Astana
Kazakhstan,KAZ,2085,,6420.5386,,Astana
Kazakhstan,KAZ,2090,,6405.8325,,Astana
Kazakhstan,KAZ,2095,,6408.2285,,Astana
Kazakhstan,KAZ,2100,,6392.6733,,Astana
Kenya,KEN,1975,4306.5664,,Nairobi,
Kenya,KEN,1980,4421.2,,Nairobi,
Kenya,KEN,1985,4818.508,,Nairobi,
Kenya,KEN,1990,5164.831,,Nairobi,
Kenya,KEN,1995,5721.3643,,Nairobi,
Kenya,KEN,2000,6825.9575,,Nairobi,
Kenya,KEN,2005,7778.409,,Nairobi,
Kenya,KEN,2010,8628.311,,Nairobi,
Kenya,KEN,2015,9183.176,,Nairobi,
Kenya,KEN,2020,10299.116,10299.116,Nairobi,Nairobi
Kenya,KEN,2025,,9614.944,,Nairobi
Kenya,KEN,2030,,9676.416,,Nairobi
Kenya,KEN,2035,,9441.5625,,Nairobi
Kenya,KEN,2040,,9536.704,,Nairobi
Kenya,KEN,2045,,9615.781,,Nairobi
Kenya,KEN,2050,,9534.798,,Nairobi
Kenya,KEN,2055,,9739.709,,Nairobi
Kenya,KEN,2060,,9846.075,,Nairobi
Kenya,KEN,2065,,10039.817,,Nairobi
Kenya,KEN,2070,,9995.832,,Nairobi
Kenya,KEN,2075,,10071.636,,Nairobi
Kenya,KEN,2080,,10156.563,,Nairobi
Kenya,KEN,2085,,10116.381,,Nairobi
Kenya,KEN,2090,,10012.271,,Nairobi
Kenya,KEN,2095,,10037.277,,Nairobi
Kenya,KEN,2100,,9969.408,,Nairobi
Kiribati,KIR,2030,,1660.5885,,
Kiribati,KIR,2035,,1775.194,,
Kiribati,KIR,2040,,1889.2,,
Kiribati,KIR,2045,,2038.6381,,
Kiribati,KIR,2050,,2031.1763,,
Kiribati,KIR,2055,,2136.9282,,
Kiribati,KIR,2060,,2234.2927,,
Kiribati,KIR,2065,,2319.3752,,
Kiribati,KIR,2070,,2395.0732,,
Kiribati,KIR,2075,,2459.632,,
Kiribati,KIR,2080,,2516.2498,,
Kiribati,KIR,2085,,2565.5894,,
Kiribati,KIR,2090,,2606.4878,,
Kiribati,KIR,2095,,2631.3352,,
Kiribati,KIR,2100,,2643.9023,,
Kosovo,OWID_KOS,1975,7354.087,,Pristina,
Kosovo,OWID_KOS,1980,8212.449,,Pristina,
Kosovo,OWID_KOS,1985,8993.84,,Pristina,
Kosovo,OWID_KOS,1990,8756.407,,Pristina,
Kosovo,OWID_KOS,1995,8561.198,,Pristina,
Kosovo,OWID_KOS,2000,7494.64,,Pristina,
Kosovo,OWID_KOS,2005,6554.4844,,Pristina,
Kosovo,OWID_KOS,2010,4751.36,,Pristina,
Kosovo,OWID_KOS,2015,4423.0645,,Pristina,
Kosovo,OWID_KOS,2020,4329.7812,4329.7812,Pristina,Pristina
Kosovo,OWID_KOS,2025,,4473.3584,,Pristina
Kosovo,OWID_KOS,2030,,4492.1826,,Pristina
Kosovo,OWID_KOS,2035,,4505.9355,,Pristina
Kosovo,OWID_KOS,2040,,4224.062,,Pristina
Kosovo,OWID_KOS,2045,,4223.2744,,Pristina
Kosovo,OWID_KOS,2050,,4470.4707,,Pristina
Kosovo,OWID_KOS,2055,,4422.861,,Pristina
Kosovo,OWID_KOS,2060,,4355.835,,Pristina
Kosovo,OWID_KOS,2065,,4297.448,,Pristina
Kosovo,OWID_KOS,2070,,4228.84,,Pristina
Kosovo,OWID_KOS,2075,,4153.326,,Pristina
Kosovo,OWID_KOS,2080,,4064.7185,,Pristina
Kosovo,OWID_KOS,2085,,3968.2583,,Pristina
Kosovo,OWID_KOS,2090,,3864.4126,,Pristina
